1,0.11953,0.38605,0.67353,0.56484,0.11635,0.83179,0.25868,0.060726,0.6404,0.5099,0.21187,0.47554,0.25956,0.41362,0.5176,0.67906,0.52848,0.58684,0.25689,0.65261,0.55755,0.51831,0.55381,0.51849,0.24451,0.22494,0.80811,0.24802,0.23505,0.25255,0.54808,-0.00067605,0.47669,0.59235,0.55964,0.49391,0.29131,0.48718,0.27387,0.28042,0.070191,0.036729,0.35896,0.3597,0.31945,0.60504,0.048282,0.16578,0.40518,0.33492,0.131,0.50752,0.77432,0.45136,0.54062,0.35244,0.48073,0.29911,0.36081,0.2054,0.5703,0.046597,0.2362,0.65102,0.24387,0.33773,0.31959,0.69841,0.70745,0.43571,0.6116,0.24266,0.77476,0.43379,0.5342,0.17967,0.47467,0.76939,0.46677,0.51864,0.089736,0.45469,0.47657,0.66719,0.18241,0.29073,0.63617,0.39055,0.64705,0.17451,0.44516,0.26325,0.35841,0.2452,0.23598,0.69393,0.39997,0.4841,0.14634
0.11953,1,0.51608,0.45536,0.4524,-0.14248,0.07072,0.60066,0.74514,0.43636,0.71253,0.61457,0.40468,0.63693,0.61685,0.52308,0.35751,0.22835,0.44308,0.57003,0.45258,0.67438,0.46552,0.65524,0.69582,0.39889,0.62592,0.33384,0.6426,0.55515,0.63587,0.64113,0.55903,0.56362,0.54942,0.43307,0.057756,0.7699,0.62185,0.80164,0.75254,0.15104,0.81342,0.79058,0.46392,0.32161,0.53601,0.87605,0.17955,0.38685,0.7235,0.73786,0.71535,0.022965,0.35143,0.76775,0.62806,0.69009,0.59307,0.21898,0.70949,0.37231,0.86168,0.13194,-0.039612,-0.044685,0.79449,0.70309,0.22015,0.4392,0.55436,0.20841,0.78052,0.0099535,0.33151,0.41085,0.47431,0.7477,0.1776,0.25031,0.33939,0.75711,0.61928,0.47987,0.28362,0.5851,-0.05678,0.093724,0.70457,0.21344,0.20126,0.33933,0.40669,0.22644,0.47845,0.64994,0.44193,0.82692,0.55983,0.7437
0.38605,0.51608,1,0.67443,0.59555,0.41199,0.4088,0.58109,0.39892,0.56476,0.4818,0.27576,0.18428,0.78716,0.77326,0.26211,0.75165,0.66676,0.71203,0.627,0.54931,0.53299,0.67265,0.51396,0.60163,0.18343,0.77973,0.58947,0.23216,0.77356,0.75929,0.5624,-0.061167,0.55031,0.81487,0.60018,0.44779,0.55944,0.41986,0.69048,0.33943,0.59054,0.17771,0.68095,0.86468,0.73588,0.77553,0.53745,0.63364,0.65669,0.35499,0.60041,0.58445,0.32861,0.68476,0.72937,0.30832,0.64663,0.11369,0.63906,0.80987,0.73971,0.60629,0.59127,0.24748,0.59712,0.73474,0.7838,0.37366,0.64704,0.64708,0.48859,0.23282,0.33362,0.78199,0.77248,0.75463,0.70913,0.64866,0.66889,0.31991,0.66763,0.86508,0.22507,0.62973,0.44092,0.47108,0.58129,0.307,0.67679,0.70158,0.085637,0.49968,0.73327,0.75369,0.76554,0.67051,0.57893,0.55483,0.13805
0.67353,0.45536,0.67443,1,0.69707,-0.01227,0.64293,0.58522,0.44833,0.74132,0.59761,0.44506,0.48955,0.53711,0.76381,0.60875,0.69842,0.55724,0.68157,0.58163,0.7897,0.69166,0.75599,0.76356,0.73923,0.44968,0.41042,0.89902,0.50312,0.5846,0.42365,0.56924,0.16325,0.69752,0.84811,0.57319,0.3208,0.64278,0.73024,0.69405,0.4886,0.17704,0.34059,0.67625,0.63785,0.38684,0.70699,0.47208,0.19649,0.72883,0.55651,0.55514,0.70725,0.72344,0.51925,0.7175,0.50442,0.63999,0.39438,0.52714,0.50648,0.60456,0.44176,0.23887,0.41337,0.20757,0.61461,0.72299,0.72707,0.84761,0.81309,0.453,0.40468,0.71218,0.62342,0.78792,0.44375,0.75229,0.77028,0.47657,0.51416,0.34672,0.75542,0.54319,0.54831,0.4708,0.23507,0.43256,0.4565,0.86408,0.25683,0.33186,0.35096,0.43568,0.42673,0.60381,0.8107,0.69257,0.71601,0.3323
0.56484,0.4524,0.59555,0.69707,1,0.21531,0.42707,0.31956,0.3374,0.70125,0.56814,0.57554,0.43484,0.66255,0.60546,0.3954,0.62231,0.66339,0.7641,0.31914,0.60503,0.67681,0.46066,0.64935,0.6,0.49322,0.50085,0.6637,0.39868,0.44794,0.43988,0.56209,0.27158,0.56587,0.75038,0.52563,0.5885,0.46301,0.59238,0.50037,0.4763,0.21158,0.30906,0.53242,0.5954,0.46622,0.58543,0.37045,0.34592,0.69465,0.50127,0.35018,0.64942,0.51413,0.53558,0.63599,0.48675,0.61065,0.27617,0.25602,0.58457,0.77634,0.4474,0.4312,0.65839,0.39861,0.50251,0.58951,0.69163,0.65621,0.72064,0.58826,0.3492,0.45421,0.51058,0.6901,0.48058,0.51539,0.5899,0.75528,0.50692,0.44214,0.59647,0.35692,0.50641,0.54068,0.41117,0.62886,0.3883,0.53279,0.33646,0.46029,0.64952,0.5899,0.40902,0.54582,0.63528,0.54747,0.47506,0.40473
0.11635,-0.14248,0.41199,-0.01227,0.21531,1,0.12471,-0.17308,-0.35839,-0.02196,-0.18885,-0.19984,-0.34941,0.50237,0.17217,-0.52535,0.16463,0.34597,0.28427,0.026403,-0.15413,-0.19431,-0.0003988,-0.20182,-0.28851,-0.41665,0.54395,-0.028303,-0.61792,0.25375,0.36611,-0.067864,-0.65974,-0.21009,0.092467,-0.0074687,0.72354,-0.2833,-0.46163,-0.041781,-0.43719,0.80839,-0.54681,-0.077942,0.4808,0.71614,0.12592,-0.30456,0.88743,0.37506,-0.47163,-0.28498,-0.063776,-0.10251,0.55899,-0.0020432,-0.46968,-0.032207,-0.64658,0.43715,0.44357,0.46547,0.022681,0.88637,0.17382,0.72313,0.11799,0.20731,-0.19531,-0.010176,0.038192,0.23815,-0.47301,-0.17173,0.28127,0.28693,0.58026,-0.071539,0.15819,0.57471,-0.33997,0.30326,0.23164,-0.45679,0.23439,-0.1896,0.74812,0.5175,-0.31005,0.17031,0.83037,-0.31508,0.17772,0.76688,0.40166,0.12469,-0.065109,-0.17196,-0.082735,-0.50889
0.83179,0.07072,0.4088,0.64293,0.42707,0.12471,1,0.42241,0.10653,0.57776,0.42799,0.20066,0.31383,0.23707,0.44238,0.52845,0.70475,0.41169,0.5079,0.39367,0.61404,0.43343,0.58984,0.50681,0.47019,0.24772,0.2631,0.75696,0.20553,0.35111,0.29878,0.47199,-0.054995,0.53466,0.56048,0.64024,0.38886,0.29661,0.41748,0.3079,0.20754,0.20424,-0.035449,0.41058,0.43589,0.3691,0.64122,0.077456,0.20037,0.40249,0.25093,0.16826,0.51073,0.77566,0.39116,0.52093,0.30926,0.45413,0.23609,0.55004,0.22315,0.51344,0.053973,0.23758,0.51149,0.3287,0.43626,0.41506,0.60817,0.71705,0.48017,0.52528,0.14928,0.66333,0.58506,0.54847,0.2351,0.50093,0.73469,0.4171,0.50046,0.065122,0.5197,0.43864,0.69954,0.23885,0.37592,0.5529,0.26191,0.69119,0.20914,0.19163,0.25662,0.40087,0.37043,0.30889,0.65967,0.34449,0.50106,0.03309
0.25868,0.60066,0.58109,0.58522,0.31956,-0.17308,0.42241,1,0.73975,0.47687,0.66893,0.54564,0.29934,0.48434,0.68292,0.62046,0.61247,0.21472,0.30238,0.88256,0.59776,0.59248,0.79717,0.77621,0.68742,0.50095,0.52492,0.57278,0.66063,0.75593,0.59175,0.6636,0.37303,0.796,0.71265,0.70019,-0.08543,0.76402,0.65704,0.80017,0.65296,0.25454,0.49155,0.86527,0.67219,0.36124,0.7404,0.73514,0.1563,0.37349,0.65032,0.80866,0.80789,0.22223,0.26411,0.77443,0.65943,0.67285,0.51704,0.56966,0.57934,0.2132,0.67035,0.090932,-0.016598,0.22818,0.78467,0.73697,0.35926,0.53445,0.69062,0.23084,0.5037,0.31495,0.76327,0.64816,0.47063,0.8203,0.44109,0.19107,0.45749,0.61226,0.77222,0.70235,0.50798,0.65628,0.092335,0.18208,0.58363,0.51826,0.21855,0.07393,0.44381,0.26325,0.62515,0.819,0.6814,0.69509,0.73215,0.40063
0.060726,0.74514,0.39892,0.44833,0.3374,-0.35839,0.10653,0.73975,1,0.32834,0.53125,0.62445,0.23394,0.425,0.5957,0.70773,0.37115,0.16077,0.23266,0.70403,0.46554,0.55175,0.60824,0.64953,0.7146,0.55322,0.40519,0.41251,0.77274,0.54439,0.47946,0.45965,0.67902,0.69722,0.54469,0.55009,-0.25314,0.89609,0.72921,0.79857,0.83881,0.059658,0.77309,0.76447,0.40486,0.10578,0.49905,0.8871,-0.024341,0.30617,0.74989,0.81988,0.65473,0.12644,0.10837,0.65975,0.68531,0.56712,0.6012,0.2275,0.50064,0.12833,0.83037,-0.13619,-0.051651,-0.063372,0.69451,0.59268,0.31369,0.34109,0.64846,-0.087893,0.64581,0.20921,0.41415,0.40519,0.32855,0.68762,0.21617,0.049209,0.39249,0.564,0.566,0.61803,0.25502,0.75789,-0.089079,-0.14513,0.54601,0.23858,0.025059,0.088537,0.21861,-0.011629,0.41174,0.67669,0.51752,0.77186,0.69378,0.77404
0.6404,0.43636,0.56476,0.74132,0.70125,-0.02196,0.57776,0.47687,0.32834,1,0.73253,0.41787,0.63569,0.42468,0.55824,0.56039,0.78555,0.66875,0.76917,0.32766,0.86585,0.79474,0.47505,0.74308,0.75322,0.50106,0.3577,0.74698,0.49866,0.37024,0.50137,0.7596,0.24482,0.65469,0.7493,0.63454,0.40737,0.49969,0.74497,0.48541,0.44925,-0.012327,0.36637,0.55369,0.53683,0.36836,0.65305,0.39493,0.091283,0.40816,0.59428,0.48886,0.65007,0.68489,0.41509,0.72709,0.63701,0.77187,0.54361,0.25677,0.40945,0.66023,0.37955,0.22034,0.62823,0.22269,0.53125,0.4916,0.83737,0.86634,0.65265,0.74813,0.47411,0.57968,0.54939,0.59677,0.25948,0.59573,0.6545,0.60411,0.72602,0.28634,0.63333,0.65506,0.51967,0.53247,0.074227,0.65707,0.60779,0.65776,0.14236,0.63646,0.6264,0.43977,0.40094,0.51803,0.78248,0.60587,0.52963,0.4121
